repo,ref,resolved_ref,last_modified,kind,test_id,success,path,timestamp,run_id,repo2docker_version
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,build,build,True,github.com/s/sorgerlab/indra_apps/logs/build-master-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,notebook,wm_from_word_to_models.ipynb,False,github.com/s/sorgerlab/indra_apps/logs/test-notebook-wm_from_word_to_models.ipynb-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,notebook,model_complexity_demo.ipynb,False,github.com/s/sorgerlab/indra_apps/logs/test-notebook-model_complexity_demo.ipynb-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,notebook,indra_statements_demo.ipynb,False,github.com/s/sorgerlab/indra_apps/logs/test-notebook-indra_statements_demo.ipynb-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,notebook,tutorial/Tutorial.ipynb,False,github.com/s/sorgerlab/indra_apps/logs/test-notebook-tutorial-Tutorial.ipynb-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
https://github.com/sorgerlab/indra_apps,master,b638db4,2020-06-11T20:49:25-04:00,notebook,tubulin/notebooks/Generate_Input_Files.ipynb,False,github.com/s/sorgerlab/indra_apps/logs/test-notebook-tubulin-notebooks-Generate_Input_Files.ipynb-2020-07-15T07.07.txt,2020-07-15T07:07:49.625647,2020-07-15T07.07,0.11.0
