repo,ref,resolved_ref,last_modified,kind,test_id,success,path,timestamp,run_id,repo2docker_version
https://github.com/danizen/nlm-demo-notebook,master,f4f6785,2018-12-10T13:14:19-05:00,build,build,False,github.com/d/danizen/nlm-demo-notebook/logs/build-master-2020-07-17T06.32.txt,2020-07-17T06:32:52.255283,2020-07-17T06.32,0.11.0
